,loss,accuracy
0,0.024322493001818657,0.9874133467674255
1,0.0241668913513422,0.9873872995376587
2,0.024152325466275215,0.9875045418739319
3,0.02405010722577572,0.9874133467674255
4,0.023984408006072044,0.987465500831604
5,0.02403758093714714,0.9871267080307007
6,0.024065516889095306,0.9873872995376587
7,0.023912720382213593,0.9875827431678772
8,0.0241582989692688,0.9874524474143982
9,0.0239716749638319,0.9872961044311523
10,0.023832378908991814,0.987217903137207
11,0.023914359509944916,0.9871527552604675
12,0.02380821481347084,0.9873872995376587
13,0.023676784709095955,0.9871006608009338
14,0.02379516139626503,0.9873090982437134
15,0.023743074387311935,0.9875436425209045
16,0.02372853457927704,0.9874393939971924
17,0.02373526804149151,0.9873351454734802
18,0.023563023656606674,0.9875306487083435
19,0.02382524311542511,0.9876999855041504
20,0.02360396273434162,0.9871788024902344
21,0.023805594071745872,0.9874002933502197
22,0.02377943880856037,0.987465500831604
23,0.02340829372406006,0.9872830510139465
24,0.023760663345456123,0.9873742461204529
25,0.023493891581892967,0.987739086151123
26,0.023622719570994377,0.987595796585083
27,0.023664595559239388,0.9874524474143982
28,0.023615246638655663,0.9871006608009338
29,0.023638995364308357,0.9873742461204529
30,0.023554690182209015,0.9874524474143982
31,0.023606592789292336,0.9878302812576294
32,0.02352912724018097,0.9877912402153015
33,0.02354246750473976,0.9873872995376587
34,0.023577136918902397,0.9874002933502197
35,0.023337053135037422,0.9873872995376587
36,0.02344052493572235,0.9875175952911377
37,0.02345851995050907,0.987348198890686
38,0.023513976484537125,0.9875045418739319
39,0.023674989119172096,0.9873872995376587
40,0.023459378629922867,0.9876478910446167
41,0.023320704698562622,0.9875696897506714
42,0.023739876225590706,0.986957311630249
43,0.02334735356271267,0.9875566959381104
44,0.023377440869808197,0.9873742461204529
45,0.023500528186559677,0.9872439503669739
46,0.023464789614081383,0.9876609444618225
47,0.023598438128829002,0.9871918559074402
48,0.023563753813505173,0.9874524474143982
49,0.023551376536488533,0.9873090982437134
50,0.023239534348249435,0.9878302812576294
51,0.023399164900183678,0.9874264001846313
52,0.023441655561327934,0.9871527552604675
53,0.023531759157776833,0.9873612523078918
54,0.023696180433034897,0.9871658086776733
55,0.02347663789987564,0.9875827431678772
56,0.023433687165379524,0.9872570037841797
57,0.023420806974172592,0.9873872995376587
58,0.023379987105727196,0.9872048497200012
59,0.02327895164489746,0.9874393939971924
60,0.02339755930006504,0.9876609444618225
61,0.023649971932172775,0.9871397018432617
62,0.02346768043935299,0.9873612523078918
63,0.023432184010744095,0.9875306487083435
64,0.02312174066901207,0.9878824353218079
65,0.02350831963121891,0.9877781867980957
66,0.023539934307336807,0.9874393939971924
67,0.023315152153372765,0.9876218438148499
68,0.02354907989501953,0.9872830510139465
69,0.02343061938881874,0.9876348376274109
70,0.02330673113465309,0.9873351454734802
71,0.023349566385149956,0.9877130389213562
72,0.02322901040315628,0.987595796585083
73,0.023373916745185852,0.9874393939971924
74,0.023370325565338135,0.9873221516609192
75,0.023387612774968147,0.9872570037841797
76,0.023474697023630142,0.9874524474143982
77,0.0234842486679554,0.987465500831604
78,0.023267336189746857,0.9877130389213562
79,0.023457111790776253,0.9876609444618225
80,0.023306911811232567,0.9874524474143982
81,0.023226937279105186,0.9875045418739319
82,0.02333195134997368,0.9875827431678772
83,0.023334378376603127,0.9872570037841797
84,0.02328765019774437,0.9876739382743835
85,0.023359304293990135,0.9873742461204529
86,0.02323133870959282,0.9872699975967407
87,0.023246828466653824,0.987595796585083
88,0.023401837795972824,0.9872570037841797
89,0.023431256413459778,0.9872309565544128
90,0.02337975986301899,0.9869312644004822
91,0.02346203476190567,0.9875566959381104
92,0.0234176367521286,0.9870745539665222
93,0.023443972691893578,0.9873221516609192
94,0.023258483037352562,0.9878433346748352
95,0.02314518764615059,0.9877651333808899
96,0.023311788216233253,0.9878042340278625
97,0.023312974721193314,0.9876348376274109
98,0.023304155096411705,0.9875566959381104
99,0.023578643798828125,0.987348198890686
